acceleration_x.mean,velocity_x.mean,position_x.mean,acceleration_z.mean,velocity_z.mean,position_z.mean
-0.004647853,-0.001143503,-0.000513504,0.00526041,0.000654043,7.03E-06
-0.005554813,-0.001198137,-0.000535307,0.005432558,0.000713579,2.07E-05
-0.006461772,-0.001252772,-0.00055711,0.005604706,0.000773115,3.43E-05
-0.007368731,-0.001307407,-0.000578914,0.005776854,0.000832651,4.80E-05
-0.006765098,-0.001396995,-0.000611181,0.005517562,0.000826152,6.19E-05
-0.006161465,-0.001486583,-0.000643448,0.005258271,0.000819653,7.59E-05
-0.005557832,-0.001576171,-0.000675715,0.004998979,0.000813154,8.98E-05
-0.004954199,-0.001665759,-0.000707982,0.004739688,0.000806655,0.000103804
-0.004350567,-0.001755348,-0.000740249,0.004480396,0.000800156,0.000117765
-0.003746934,-0.001844936,-0.000772516,0.004221105,0.000793657,0.000131726
-0.00440448,-0.001907739,-0.000805084,0.004073862,0.000790554,0.00014316
-0.005062027,-0.001970542,-0.000837651,0.003926619,0.000787452,0.000154595
-0.005719574,-0.002033345,-0.000870219,0.003779376,0.000784349,0.00016603
-0.006377121,-0.002096148,-0.000902787,0.003632134,0.000781247,0.000177465
-0.007034667,-0.002158951,-0.000935355,0.003484891,0.000778144,0.000188899
-0.006632129,-0.002192534,-0.000986904,0.002902296,0.000798986,0.000208551
-0.00622959,-0.002226117,-0.001038452,0.0023197,0.000819828,0.000228202
-0.005827052,-0.002259701,-0.001090001,0.001737105,0.00084067,0.000247853
-0.005424513,-0.002293284,-0.00114155,0.00115451,0.000861512,0.000267504
-0.005021975,-0.002326867,-0.001193098,0.000571915,0.000882354,0.000287156
-0.004619436,-0.00236045,-0.001244647,-1.07E-05,0.000903196,0.000306807
-0.004216898,-0.002394033,-0.001296196,-0.000593275,0.000924038,0.000326458
-0.00381436,-0.002427616,-0.001347744,-0.001175871,0.00094488,0.000346109
-0.003411821,-0.002461199,-0.001399293,-0.001758466,0.000965722,0.000365761
-0.003009283,-0.002494782,-0.001450842,-0.002341061,0.000986564,0.000385412
-0.002606744,-0.002528366,-0.00150239,-0.002923656,0.001007406,0.000405063
-0.002204206,-0.002561949,-0.001553939,-0.003506251,0.001028248,0.000424714
-0.004599805,-0.00263951,-0.001629758,-0.001654614,0.001128784,0.000461608
-0.006995404,-0.002717071,-0.001705578,0.000197024,0.001229321,0.000498501
-0.009391003,-0.002794632,-0.001781397,0.002048662,0.001329857,0.000535394
-0.011786602,-0.002872193,-0.001857217,0.0039003,0.001430394,0.000572288
-0.010380432,-0.002918498,-0.001898965,0.003499233,0.001465034,0.000594067
-0.008974262,-0.002964804,-0.001940713,0.003098166,0.001499675,0.000615846
-0.007568092,-0.00301111,-0.001982461,0.0026971,0.001534316,0.000637625
-0.006161922,-0.003057416,-0.00202421,0.002296033,0.001568957,0.000659404
-0.004755751,-0.003103722,-0.002065958,0.001894966,0.001603597,0.000681183
-0.003349581,-0.003150027,-0.002107706,0.001493899,0.001638238,0.000702962
-0.00342356,-0.003226891,-0.00221254,0.002550564,0.001682345,0.000756188
-0.003497538,-0.003303754,-0.002317374,0.003607228,0.001726452,0.000809414
-0.003571516,-0.003380617,-0.002422209,0.004663892,0.001770559,0.00086264
-0.003645495,-0.00345748,-0.002527043,0.005720557,0.001814666,0.000915866
-0.003292638,-0.003437212,-0.002580207,0.005029575,0.001890124,0.000952218
-0.002939781,-0.003416943,-0.00263337,0.004338593,0.001965583,0.00098857
-0.002586924,-0.003396675,-0.002686534,0.003647611,0.002041041,0.001024923
-0.002234067,-0.003376406,-0.002739697,0.002956628,0.0021165,0.001061275
-0.00188121,-0.003356138,-0.002792861,0.002265646,0.002191958,0.001097628
-0.001528353,-0.003335869,-0.002846024,0.001574664,0.002267417,0.00113398
-0.001175497,-0.003315601,-0.002899188,0.000883682,0.002342875,0.001170333
-0.001715708,-0.003408816,-0.002971341,0.000245743,0.002301522,0.001214336
-0.00225592,-0.003502032,-0.003043494,-0.000392196,0.00226017,0.00125834
-0.002796131,-0.003595247,-0.003115647,-0.001030136,0.002218817,0.001302343
-0.003336343,-0.003688463,-0.0031878,-0.001668075,0.002177464,0.001346346
-0.002907973,-0.003751941,-0.003261046,-0.001030363,0.002235614,0.001391073
-0.002479603,-0.00381542,-0.003334292,-0.00039265,0.002293763,0.0014358
-0.002051233,-0.003878898,-0.003407538,0.000245062,0.002351913,0.001480527
-0.001622864,-0.003942377,-0.003480784,0.000882775,0.002410063,0.001525254
-0.001194494,-0.004005855,-0.00355403,0.001520487,0.002468212,0.001569981
-0.000766124,-0.004069333,-0.003627276,0.002158199,0.002526362,0.001614708
-0.000337755,-0.004132812,-0.003700522,0.002795912,0.002584512,0.001659435
-0.000767655,-0.004295708,-0.0038127,0.003827458,0.002627285,0.001720839
-0.001197555,-0.004458605,-0.003924879,0.004859003,0.002670059,0.001782243
-0.001627456,-0.004621501,-0.004037057,0.005890549,0.002712832,0.001843647
-0.002057356,-0.004784397,-0.004149236,0.006922094,0.002755606,0.001905051
-0.002487256,-0.004947294,-0.004261415,0.00795364,0.002798379,0.001966455
-0.002010967,-0.004971198,-0.004360228,0.00767175,0.002817916,0.002020508
-0.001534679,-0.004995103,-0.004459041,0.007389861,0.002837453,0.002074562
-0.00105839,-0.005019007,-0.004557855,0.007107971,0.002856989,0.002128615
-0.000582101,-0.005042912,-0.004656668,0.006826081,0.002876526,0.002182669
-0.000105812,-0.005066817,-0.004755482,0.006544192,0.002896062,0.002236722
0.000370476,-0.005090721,-0.004854295,0.006262302,0.002915599,0.002290776
-0.000951227,-0.005207904,-0.004979575,0.005162696,0.002942626,0.002359342
-0.00227293,-0.005325088,-0.005104855,0.004063089,0.002969652,0.002427908
-0.003594633,-0.005442271,-0.005230136,0.002963483,0.002996679,0.002496474
-0.004916336,-0.005559454,-0.005355416,0.001863877,0.003023705,0.00256504
-0.004400741,-0.005604107,-0.00545064,0.001364526,0.003025517,0.002615939
-0.003885145,-0.00564876,-0.005545864,0.000865176,0.003027328,0.002666838
-0.003369549,-0.005693414,-0.005641088,0.000365825,0.003029139,0.002717736
-0.002853954,-0.005738067,-0.005736312,-0.000133525,0.00303095,0.002768635
-0.002338358,-0.00578272,-0.005831536,-0.000632875,0.003032761,0.002819534
-0.001822762,-0.005827373,-0.00592676,-0.001132226,0.003034572,0.002870433
-0.001307167,-0.005872027,-0.006021983,-0.001631576,0.003036383,0.002921331
-0.000684077,-0.005965045,-0.006203745,-0.000619545,0.003078274,0.003012136
-6.10E-05,-0.006058064,-0.006385507,0.000392485,0.003120166,0.003102942
0.000562101,-0.006151082,-0.006567269,0.001404516,0.003162057,0.003193747
0.001185191,-0.006244101,-0.006749031,0.002416546,0.003203948,0.003284552
-0.000254351,-0.006366046,-0.006861732,0.002192016,0.003179352,0.003335475
-0.001693893,-0.00648799,-0.006974432,0.001967485,0.003154756,0.003386398
-0.003133434,-0.006609935,-0.007087133,0.001742955,0.003130161,0.003437321
-0.004572976,-0.006731879,-0.007199833,0.001518424,0.003105565,0.003488244
-0.006012518,-0.006853824,-0.007312534,0.001293894,0.003080969,0.003539168
-0.007452059,-0.006975768,-0.007425234,0.001069363,0.003056373,0.003590091
-0.008891601,-0.007097713,-0.007537935,0.000844832,0.003031777,0.003641014
-0.007848167,-0.007190156,-0.007667913,0.001732173,0.003128029,0.003699313
-0.006804733,-0.007282599,-0.00779789,0.002619514,0.003224281,0.003757612
-0.005761298,-0.007375042,-0.007927868,0.003506854,0.003320533,0.003815911
-0.004717864,-0.007467485,-0.008057845,0.004394195,0.003416784,0.003874211
-0.00367443,-0.007559928,-0.008187823,0.005281535,0.003513036,0.00393251
-0.002630996,-0.007652371,-0.008317801,0.006168876,0.003609288,0.003990809
-0.001587561,-0.007744814,-0.008447778,0.007056216,0.00370554,0.004049108
-0.001673885,-0.007802182,-0.008614999,0.006441869,0.003736266,0.004127776
-0.001760208,-0.007859549,-0.008782219,0.005827522,0.003766993,0.004206445
-0.001846532,-0.007916917,-0.00894944,0.005213174,0.003797719,0.004285113
-0.001932855,-0.007974285,-0.00911666,0.004598827,0.003828446,0.004363781
-0.001848365,-0.008015717,-0.009304372,0.004413331,0.003863958,0.004454139
-0.001763874,-0.00805715,-0.009492084,0.004227835,0.003899471,0.004544496
-0.001679383,-0.008098582,-0.009679796,0.004042339,0.003934984,0.004634853
-0.001594892,-0.008140015,-0.009867508,0.003856843,0.003970497,0.00472521
-0.001510401,-0.008181447,-0.01005522,0.003671347,0.00400601,0.004815567
-0.000477334,-0.00816568,-0.01022892,0.002452206,0.003963917,0.004897016
0.000555733,-0.008149913,-0.01040262,0.001233065,0.003921824,0.004978465
0.0015888,-0.008134146,-0.01057632,1.39E-05,0.003879731,0.005059914
0.002621867,-0.008118379,-0.01075002,-0.001205218,0.003837638,0.005141363
0.003654933,-0.008102612,-0.01092372,-0.00242436,0.003795545,0.005222813
0.004688,-0.008086845,-0.01109742,-0.003643501,0.003753452,0.005304262
0.003950455,-0.00810096,-0.011234477,-0.002072095,0.003770388,0.005366287
0.003212909,-0.008115074,-0.011371535,-0.000500689,0.003787324,0.005428313
0.002475363,-0.008129189,-0.011508592,0.001070717,0.003804259,0.005490338
0.001737817,-0.008143303,-0.011645649,0.002642123,0.003821195,0.005552364
0.001000272,-0.008157418,-0.011782706,0.00421353,0.003838131,0.005614389
0.000262726,-0.008171532,-0.011919764,0.005784936,0.003855067,0.005676414
-0.00047482,-0.008185646,-0.012056821,0.007356342,0.003872002,0.00573844
-0.002289602,-0.008372108,-0.012312314,0.006490922,0.003987137,0.005862221
-0.004104385,-0.008558569,-0.012567807,0.005625503,0.004102272,0.005986002
-0.005919167,-0.00874503,-0.012823301,0.004760083,0.004217406,0.006109782
-0.00773395,-0.008931492,-0.013078794,0.003894663,0.004332541,0.006233563
-0.006783682,-0.008993614,-0.013235177,0.002549489,0.004313989,0.006306435
-0.005833415,-0.009055737,-0.013391561,0.001204315,0.004295437,0.006379307
-0.004883147,-0.00911786,-0.013547944,-0.000140859,0.004276885,0.00645218
-0.003932879,-0.009179983,-0.013704328,-0.001486033,0.004258333,0.006525052
-0.002982612,-0.009242106,-0.013860711,-0.002831207,0.004239781,0.006597924
-0.002032344,-0.009304229,-0.014017094,-0.004176381,0.00422123,0.006670796
-0.001082076,-0.009366352,-0.014173478,-0.005521555,0.004202678,0.006743668
-0.001543159,-0.009448534,-0.014332694,-0.004181168,0.004166434,0.006809225
-0.002004241,-0.009530717,-0.014491909,-0.00284078,0.00413019,0.006874782
-0.002465323,-0.009612899,-0.014651125,-0.001500393,0.004093946,0.006940339
-0.002926406,-0.009695081,-0.014810341,-0.000160005,0.004057702,0.007005896
-0.003387488,-0.009777264,-0.014969557,0.001180382,0.004021458,0.007071453
-0.003375581,-0.00977651,-0.015158328,0.001502159,0.003998388,0.007146773
-0.003363675,-0.009775757,-0.0153471,0.001823936,0.003975318,0.007222093
-0.003351768,-0.009775004,-0.015535871,0.002145713,0.003952248,0.007297412
-0.003339861,-0.009774251,-0.015724643,0.002467489,0.003929177,0.007372732
-0.003327954,-0.009773497,-0.015913414,0.002789266,0.003906107,0.007448052
-0.003316047,-0.009772744,-0.016102185,0.003111043,0.003883037,0.007523372
-0.003736524,-0.009875117,-0.016291951,0.003256026,0.003937356,0.007600028
-0.004157,-0.00997749,-0.016481716,0.003401009,0.003991675,0.007676683
-0.004577476,-0.010079863,-0.016671481,0.003545992,0.004045994,0.007753339
-0.004997953,-0.010182235,-0.016861246,0.003690975,0.004100312,0.007829995
-0.005418429,-0.010284608,-0.017051012,0.003835958,0.004154631,0.00790665
-0.005838905,-0.010386981,-0.017240777,0.00398094,0.00420895,0.007983306
-0.006259382,-0.010489354,-0.017430542,0.004125923,0.004263269,0.008059962
-0.006262567,-0.010753817,-0.01776772,0.00327304,0.004314014,0.008192149
-0.006265753,-0.011018279,-0.018104899,0.002420156,0.004364758,0.008324337
-0.006268939,-0.011282742,-0.018442077,0.001567272,0.004415503,0.008456525
-0.006272124,-0.011547205,-0.018779255,0.000714389,0.004466248,0.008588713
-0.00648919,-0.01163089,-0.018977068,0.000755349,0.004461971,0.008661872
-0.006706255,-0.011714575,-0.019174881,0.000796309,0.004457694,0.00873503
